,text,label
238,@user @user @user @user @user @user @user @user @user it does work. if you want to control a population.  australian gun control had no effect on homicides.,OFF
239,@user @user poor baby.,NOT
240,@user @user @user @user antifa = democrats = dixiecrats = kkk url url,NOT
241,@user @user liberals ruin everything!,OFF
242,"@user @user @user and don't [OFFENSIVE] his telling a primarily [OFFENSIVE] liberal audience conservatives want to put them back in chains""""",NOT
243,@user sad for both!!! to be [OFFENSIVE]ed and also to have a reputation [OFFENSIVE]ed! now i’ve read she’s  part of antifa! ????!,NOT
244,@user that's what happens when you let a liberal get a hold of a gun.  that would be a good place to start gun control.  ban liberals from getting guns.,OFF
245,@user @user you look happy .maga,OFF
246,@user @user @user trump proposes racial profiling as a tactic 'to start thinking about' url,NOT
247,@user introducing my sweet sweet baby king! he is always sooo nice! and when i try to sit on the sofa he never [OFFENSIVE]s me! url,NOT
248,@user @user @user there all gone tho and inputed them from [OFFENSIVE] to top with the first 20seconds of your tweet ! you good 1 tmart 👍🏻,NOT
249,"@user @user exactly. he is on record basically saying the president is above the law."" it should be noted that the #gop is fine with this. rudy has his own [OFFENSIVE]s. url",NOT
250,#kamalaharris the new dem emperor with no clothes taxpayers funded ‘[OFFENSIVE]’ armed protection for gun control sen. kamala harris url via @user,NOT
251,@user yet she is fat herself.,OFF
252,@user @user there was plenty of evidence that he was [OFFENSIVE] of what hill [OFFENSIVE] him of but since conf hearings aren't about [OFFENSIVE]/innocence got on the bench. times are diff now. why as a journalist you don't call out [OFFENSIVE] [OFFENSIVE]/alt-right but antifa and pick on @user,NOT
253,@user @user you don’t understand who he is and is capablities. de[OFFENSIVE] the proof in the economy.  my hypothesis is that you have been lied to by liberals your entire life and are [OFFENSIVE]ving what you are told. the liberal media made bill clinton look good and could do the same with trump.,NOT
254,..oath must be subpoenaed to testify. there is a lifetime appointment at [OFFENSIVE] here. please do it right this time &amp; do not allow  orrin hatch who has already made up his mind she is [OFFENSIVE] be allowed to question her. his kind of questions could invite a [OFFENSIVE].,NOT
255,@user @user y’all are the best,NOT
256,@user @user @user what a joke! she is a gem alright!! she is a racist [OFFENSIVE]! right along with this racist [OFFENSIVE]. that thinks she will follow me from her second account. and block me. be[OFFENSIVE] i speak the [OFFENSIVE]. i could care less about fol[OFFENSIVE]'s. like it's a big [OFFENSIVE]. i care that they [OFFENSIVE] url,OFF
257,@user indeed he is.,NOT
258,@user @user @user be[OFFENSIVE] i'm a little [OFFENSIVE] about the q fol[OFFENSIVE]s be[OFFENSIVE] they s[OFFENSIVE] become more and more a sort of right wing sjw antifa thingie  (also [OFFENSIVE] me for my [OFFENSIVE] english it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. 😅),NOT
259,@user yep antifa are [OFFENSIVE]ly hitler.,NOT
260,@user wow you are so hot 😍😍😍😍😗😗😗😗😗,NOT
261,@user she is the most deserving woman to be happy !!,NOT
262,@user @user @user @user i've noticed a lot of conservatives are tho[OFFENSIVE]ly [OFFENSIVE] when engaging in twitter.,NOT
263,@user @user @user may be you have [OFFENSIVE] that at the moment we are eu citizens and so all rights afforded to us are the same as for other eu citizens. don’t [OFFENSIVE]ve all the shit that goes on in your head.,OFF
264,@user @user that's just modelling. plenty of women make shit tons of money just for looking good,NOT
265,just watching a horizon show  about scientists that discovered a dna mix between humans and [OFFENSIVE]s.would have thought trump getting elected would have been proof enough. #maga,NOT
266,@user @user i hope there is a way to watch it on tv.  ted [OFFENSIVE]ing liberals is always enjoyable.,NOT
267,@user @user just looked up his work hi[OFFENSIVE] he is listed on the board of leading age services aust (lasa) and comes from medicare local alliance...what ever the hell that is,OFF
268,@user he should look in a mirror!,NOT
269,@user i’m sure he is. 💜,NOT
270,@user @user send him this @user [OFFENSIVE] #manifesto where they promised they will help families maybe that will remind him his duties. #[OFFENSIVE]environment #priceonlove #skypefamilies @user @user @user url,NOT
271,"@user @user @user @user families being [OFFENSIVE] at the border. in fact, the picture of children in cages that liberals were using to show how evil"" trump is was actually taken while obama was president""",NOT
272,@user @user but antifa is her [OFFENSIVE],NOT
273,@user @user we had a [OFFENSIVE]s vote on 23 june 2016. the [OFFENSIVE] [OFFENSIVE]ed the [OFFENSIVE] @user [OFFENSIVE] which you stand for - by a majority of over 1m. you’re [OFFENSIVE]uously defying the will of the [OFFENSIVE] &amp; @user 2017 ge manifesto &amp; supporting soros in undermining democracy instead,NOT
274,@user [OFFENSIVE] who [OFFENSIVE]es be playing with 😭😭😭😭 god aint give me the gift for nothing,OFF
275,@user she is free as a bird to return to her [OFFENSIVE] homeland,NOT
276,*mom speaks into her phone to compose a text for my brother* she is [OFFENSIVE] so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling 🤦🏻‍♀️,NOT
277,@user @user melting snow flakes,NOT
278,@user who’s the victim? that remains to be seen. liberals have turned kavanaughs hearings into a circus from the first minute it started.,NOT
279,@user coming from the man that [OFFENSIVE]ed to try and kick turmps ass now don't that take a set of ball's,OFF
280,@user @user you're [OFFENSIVE] to hear that liberals want to centralize power at the federal level?,NOT
281,@user @user he is best of the best!😍😍,NOT
282,#whatilearnedtoday liberals can’t win without [OFFENSIVE],NOT
283,@user fast and [OFFENSIVE] holder lol,NOT
284,@user getting [OFFENSIVE] ugly man?,OFF
285,@user is one of the only shows that are a progressive that i can stand to watch. he [OFFENSIVE]s the right and left evenly and you know who he is right from the start. if you've never seen his show check it out on youtube. insightful ❤🇺🇸 #maga,NOT
286,@user he is not supreme court worthy,NOT
287,@user god i hope not! url,NOT
288,@user @user @user yes he is,NOT
289,@user @user @user @user @user [OFFENSIVE].. url,OFF
290,&amp; terroism &amp; [OFFENSIVE] &amp; flint &amp; [OFFENSIVE] &amp; climate [OFFENSIVE] &amp; global warming &amp; sex trafficking &amp; [OFFENSIVE]ing &amp; body shaming &amp; police [OFFENSIVE]ity &amp; feminism &amp; gun control &amp; marches &amp; [OFFENSIVE]s,OFF
291,+++ i can't prove causation either but while the conservatives in cda surely love the idea of 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎(¬@user [OFFENSIVE] pm @user can't help but think they're also egging the [OFFENSIVE] to continue the [OFFENSIVE] to boost their fortune(s) vainly. url,NOT
292,@user 2 republican men in a picture 85 and 84 what are men of that age are law makers too old no sorry young republicans are like young conservatives they are all born at 40 years of age,NOT
293,@user @user @user liberals can’t meme. they have no sense of humor or knowledge of meme-ing philosophy.,NOT
294,@user @user any she is stunning,NOT
295,@user yea your the [OFFENSIVE] on the right getting [OFFENSIVE]ed url,OFF
296,"@user why the focus on the proud boys? i know you're not a real journalist, kelly, but why not focus on the ones doing all of the [OFFENSIVE]? #antifa  if you want a [OFFENSIVE]; focus on why journalists"" (leftist activists) are [OFFENSIVE]ly ignoring antifa's [OFFENSIVE]s on [OFFENSIVE].""",NOT
297,@user hahaha big thighs is not going to make it,OFF
298,@user @user @user @user it’s called educating liberals.,NOT
299,"#maga #christineford #trump2020 #tcot #ccot #americafirst #patriots @user  #brettkavanaugh had this to say about bill clinton during [OFFENSIVE]water:   it's imperative to make his pattern of [OFFENSIVE] behavior clear -- piece by [OFFENSIVE] piece.""   indeed. url",OFF
300,"#maga [OFFENSIVE] are very low iq. gdp growth"" means [OFFENSIVE]ly nothing. in no way does this translate to higher income for [OFFENSIVE] familes or individuals. all that billions goes to companies or government.   and what jobs did he create? labour which pays less than living wage lmao? url",OFF
301,@user @user if you wonna get paid...pick up the energy [OFFENSIVE]!!!! [OFFENSIVE] and [OFFENSIVE] like you’re at the  #kavanaugh hearing! url,NOT
302,@user bro go watch how he hold his backwood in the interview like that shit was [OFFENSIVE] lmao [OFFENSIVE] is mad [OFFENSIVE],OFF
303,a [OFFENSIVE] built like that could beat my ass all she wants url,OFF
304,@user @user @user @user @user @user @user @user [OFFENSIVE],NOT
305,@user @user very [OFFENSIVE] man !,OFF
306,@user @user @user she is new [OFFENSIVE]logy thinker who think about religion and so [OFFENSIVE] on her thought before deeply think on hinduism 😀😀😀😀,NOT
307,@user shouldve played saint marie instead of london docks. saint was ass for me 👌,NOT
308,@user thank goodness he is not mn [OFFENSIVE] [OFFENSIVE]. love it!!,NOT
309,@user @user we can [OFFENSIVE] all our [OFFENSIVE]s also and just say they [OFFENSIVE] no laws.....liberal logic.,NOT
310,@user @user she is an angel! much love to her!,NOT
311,@user @user for what? why are you asking for his arrest?  liberals being butthurt for 19 months is not an [OFFENSIVE]able [OFFENSIVE].,NOT
312,@user @user the tolerant left,NOT
313,@user @user @user @user @user @user you must be talking about [OFFENSIVE] conservatives.,OFF
314,@user @user thats correct!!! #maga,OFF
315,@user @user @user @user show me a single case where antifa have actually [OFFENSIVE]ed someone.  be[OFFENSIVE] the far right [OFFENSIVE]ed someone at c[OFFENSIVE]tesville 🤷  [OFFENSIVE] works both ways.,NOT
316,@user if bobby is fit thats exactly what i would say but not sure if he is or not,NOT
317,"@user the only [OFFENSIVE] [OFFENSIVE] that thank jesus are republicans &amp; ex-[OFFENSIVE]s"" - so say america-hating liberals about christians. many ex-dems thank jesus too- &amp; many [OFFENSIVE] emmys watchers. we thank jesus daily for our country, our @user &amp; the ability to turn you off! @user",NOT
318,@user does skip realize that by saying you should become a professional tweeter that he is kind of [OFFENSIVE] on sports casters?  how many td receptions skip have this year?,NOT
319,@user @user @user this leftist is what is [OFFENSIVE] in liberal colleges. more ppl and students will come out and will [OFFENSIVE] this corrupt woman who is [OFFENSIVE]mined to [OFFENSIVE] a good judge be[OFFENSIVE] she wants only liberals in the courts. @user  @user  @user,OFF
320,@user @user @user @user she is just feeling his touch first time😍😍😍😍😍😍,NOT
321,"@user @user @user @user this is great! mark the great one"" levin and candace ""the great"" owens together! this team is unbeatable! they just sent liberals into a [OFFENSIVE] again! a whole block of liberal voters just had their heads [OFFENSIVE]! and...sadly, alyssa milano just wet her pants again! great team!""",OFF
322,@user #stratadata #ai #data #hairball: @user tdavis touring the application of #cognitive and #machinelearning techniques to speed #gover[OFFENSIVE] of #data url,OFF
323,@user @user @user you are grossly [OFFENSIVE]ing who is against this. [OFFENSIVE] a[OFFENSIVE] all parties [OFFENSIVE] this action. look no further than bill davis and brian mulroney to see that even conservatives think this is a [OFFENSIVE] decision.,NOT
324,@user @user @user @user i wasn't proposing [OFFENSIVE] tactics. i really meant what i said. trump can easily pull the good maga republicans and can easily [OFFENSIVE] enough votes from gop dem and independents and will bring fresh breath to our [OFFENSIVE] [OFFENSIVE]. think about it.,OFF
325,@user @user @user @user only a liberal would support a liberal that spent a million to get liberals elected to office. #libfail! url,OFF
326,@user notice how everyone [OFFENSIVE]s this tweet ☝️☝️  they might think you are referring to them. 😂😂  but not me comrade. i stalk everyone. 🤟🤟,NOT
